0,sorted priority,PID,POIs
43,0.6855742942747911,POI44,Rajpath
39,0.6525297715946781,POI40,"National Museum, Delhi"
40,0.6525297715946781,POI41,Crafts Museum
18,0.5942187631841184,POI19,"Rail Museum, Delhi"
5,0.5419304999246736,POI6,Museum of Illusions
17,0.5085127019514211,POI18,Pradhanmantri Sangrahalaya
44,0.5085127019514211,POI45,Sulabh International Museum of Toilets
47,0.49801931484386625,POI48,Nehru Memorial Museum and Library
30,0.4777426344497868,POI31,Khan Market
31,0.4777426344497868,POI32,Paharganj
33,0.4518325144047002,POI34,Lajpat Nagar
25,0.32198501233519966,POI26,Rashtrapati Bhavan
16,0.26142372794429436,POI17,Gurudwara Bangla Sahib
13,0.22829022351881126,POI14,Chandni Chowk
19,0.20243968919912758,POI20,Nizamuddin Dargah
34,0.20243968919912758,POI35,Safdarjung Tomb
35,0.20243968919912758,POI36,Purana Qila
28,0.19146087491990507,POI29,Connaught Place
3,0.17801235675963742,POI4,Humayun's Tomb
24,0.1586095186159734,POI25,"Mughal Gardens, Delhi"
14,0.14118565598169636,POI15,Dilli Haat
27,0.135886178660397,POI28,Sarojini Market
0,0.09659285274816651,POI1,India Gate
26,0.03649472720750169,POI27,Jama Masjid Delhi
7,0.022086989211754577,POI8,Lotus Temple
37,0.011747671829036773,POI38,Pragati Maidan
48,0.009184543429974218,POI49,Chhatarpur Mandir
